img_genome_id,genome_name,phylum,class,pf03007_count,sequencing_status,genome_size_bp,gene_count,study_name,sequencing_center
2609460207,Acinetobacter baumannii BR097,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,3944651,3828,Acinetobacter baumannii strain:BR097 Genome sequencing,Bellarmine University
2609460223,Caballeronia grimmiae R27,Pseudomonadota,Betaproteobacteria,1,Permanent Draft,6704301,6292,Burkholderia  project -Laboratory of Biocatalysis and Synthetic Biotechnology,East China University of Science and Technology
2609460237,Saccharopolyspora rectivirgula DSM 43113,Actinomycetota,Actinomycetes,2,Permanent Draft,3961468,3731,Saccharopolyspora rectivirgula DSM-43113 Genome sequencing,University of Franche-Comte
2609460243,Acinetobacter baumannii ABBL099,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,3916816,3839,Whole genome sequencing to track hospital outbreaks of Acinetobacter baumannii,Northwestern University Feinberg School of Medicine
2609460256,Rhodococcus fascians A22b,Actinomycetota,Actinomycetes,4,Permanent Draft,5905165,5618,Rhodococcus fascians A22b Genome Sequencing,Oregon State University
2609460277,Aeromonas hydrophila RB-AH,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,5088929,4790,Whole Genome sequencing of Aeromonas hydrophila strain RB-AH,University of Malaya
2615840523,Pseudoxanthomonas sp. CF125,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,4216411,3782,"Populus root and rhizosphere microbial communities from Tennessee, USA",DOE Joint Genome Institute  (JGI)
2615840540,Streptomyces sp. OK210,Actinomycetota,Actinomycetes,2,Permanent Draft,8088436,7222,"Populus root and rhizosphere microbial communities from Tennessee, USA",DOE Joint Genome Institute  (JGI)
2615840541,Streptomyces sp. CF386,Actinomycetota,Actinomycetes,2,Permanent Draft,10622898,9434,"Populus root and rhizosphere microbial communities from Tennessee, USA",DOE Joint Genome Institute  (JGI)
2615840623,Gordonia sp. V-85,Actinomycetota,Actinomycetes,6,Permanent Draft,5439079,4975,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",DOE Joint Genome Institute  (JGI)
2615840635,Streptomyces sp. YR375,Actinomycetota,Actinomycetes,3,Permanent Draft,9070480,7795,"Populus root and rhizosphere microbial communities from Tennessee, USA",DOE Joint Genome Institute  (JGI)
2615840637,Roseateles sp. YR242,Pseudomonadota,Betaproteobacteria,1,Permanent Draft,5976631,5083,"Populus root and rhizosphere microbial communities from Tennessee, USA",DOE Joint Genome Institute  (JGI)
2615840640,Polaromonas sp. YR568,Pseudomonadota,Betaproteobacteria,2,Permanent Draft,4827503,4513,"Populus root and rhizosphere microbial communities from Tennessee, USA",DOE Joint Genome Institute  (JGI)
2615840641,Lysobacter sp. YR284,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,6249540,5066,"Populus root and rhizosphere microbial communities from Tennessee, USA",DOE Joint Genome Institute  (JGI)
2615840642,Acinetobacter sp. YR461,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,3959766,3798,"Populus root and rhizosphere microbial communities from Tennessee, USA",DOE Joint Genome Institute  (JGI)
2615840646,Propionibacteriaceae bacterium ES.041,Actinomycetota,Actinomycetes,1,Permanent Draft,4495552,4231,Microbial Interactions in Extremophilic Mat Communities,DOE Joint Genome Institute  (JGI)
2615840648,Streptomyces sp. GP55,Actinomycetota,Actinomycetes,2,Permanent Draft,8962713,8155,Four anaerobic lignin-degrading bacteria isolated from Puerto Rico tropical forest soils,DOE Joint Genome Institute  (JGI)
2615840649,Marinobacter sp. LV10R520-4,Pseudomonadota,Gammaproteobacteria,3,Permanent Draft,4421958,4346,"Lake Vida brine microbial community (LVBMCo) genomics and transcriptomics - a window into diversity, adaptation and processes in extreme cold",DOE Joint Genome Institute  (JGI)
2615840661,Actinoalloteichus hymeniacidonis DSM 45092 Genome sequencing,Actinomycetota,Actinomycetes,1,Finished,6306386,5431,Comparative genomics of Actinoalloteichus species genomes,"Center for Biotechnology (CeBiTec), Bielefeld Univeristy"
2615840662,Actinoalloteichus sp. ADI127-17 Genome sequencing,Actinomycetota,Actinomycetes,1,Finished,7120854,6064,Comparative genomics of Actinoalloteichus species genomes,"Center for Biotechnology (CeBiTec), Bielefeld Univeristy"
2615840680,Actinoalloteichus sp. GBA129-24,Actinomycetota,Actinomycetes,1,Finished,7275385,6271,Comparative genomics of Actinoalloteichus species genomes,"Center for Biotechnology (CeBiTec), Bielefeld Univeristy"
2615840681,Marinobacter sp. LVR2A5A20,Pseudomonadota,Gammaproteobacteria,4,Permanent Draft,4663413,4627,"Lake Vida brine microbial community (LVBMCo) genomics and transcriptomics - a window into diversity, adaptation and processes in extreme cold",DOE Joint Genome Institute  (JGI)
2615840697,Marinobacter sp. LV10R510-8,Pseudomonadota,Gammaproteobacteria,4,Permanent Draft,4333333,4329,"Lake Vida brine microbial community (LVBMCo) genomics and transcriptomics - a window into diversity, adaptation and processes in extreme cold",DOE Joint Genome Institute  (JGI)
2616644808,Actinopolyspora righensis DSM 45501,Actinomycetota,Actinomycetes,2,Permanent Draft,4924010,4473,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",DOE Joint Genome Institute  (JGI)
2616644811,Solimonas aquatica DSM 25927,Pseudomonadota,Gammaproteobacteria,4,Permanent Draft,4427055,3993,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",DOE Joint Genome Institute  (JGI)
2616644812,Mesorhizobium albiziae DSM 21822,Pseudomonadota,Alphaproteobacteria,1,Permanent Draft,6273155,6200,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",DOE Joint Genome Institute  (JGI)
2616644814,Streptomyces mirabilis OK461,Actinomycetota,Actinomycetes,2,Permanent Draft,11555299,10577,"Populus root and rhizosphere microbial communities from Tennessee, USA",DOE Joint Genome Institute  (JGI)
2616644829,Marinobacter sp. LV10MA510-1,Pseudomonadota,Gammaproteobacteria,3,Permanent Draft,4447234,4411,"Lake Vida brine microbial community (LVBMCo) genomics and transcriptomics - a window into diversity, adaptation and processes in extreme cold",DOE Joint Genome Institute  (JGI)
2616644831,Lysobacter sp. CF310,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,4729332,4234,"Populus root and rhizosphere microbial communities from Tennessee, USA",DOE Joint Genome Institute  (JGI)
2616644834,Microbacterium enclensis NIO-1002,Actinomycetota,Actinomycetes,1,Permanent Draft,3666504,3407,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",DOE Joint Genome Institute  (JGI)
2616644845,Duganella sp. CF402,Pseudomonadota,Betaproteobacteria,1,Permanent Draft,6240445,5576,"Populus root and rhizosphere microbial communities from Tennessee, USA",DOE Joint Genome Institute  (JGI)
2616644847,Actinokineospora terrae DSM 44260,Actinomycetota,Actinomycetes,2,Permanent Draft,7588185,6697,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",DOE Joint Genome Institute  (JGI)
2616644852,Streptomyces sp. G25,Actinomycetota,Actinomycetes,1,Permanent Draft,8461762,7490,Streptomyces sp. G25,Goettingen Genomics Laboratory
2616644941,Streptomyces atratus OK807,Actinomycetota,Actinomycetes,1,Permanent Draft,8510691,7740,"Populus root and rhizosphere microbial communities from Tennessee, USA",DOE Joint Genome Institute  (JGI)
2616645011,Isolated Sinkhole 2014 Bin 2,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,4418525,4159,"Isolated Sinkhole microbial communities from Lake Huron, MI",University of Michigan
2616645018,Dpulchra_bleached_metagenome_bin105,Pseudomonadota,Gammaproteobacteria,2,Permanent Draft,2288002,2387,"Delisea pulchra microbial communities from Sydney, Australia, affected by bleaching disease",University of New South Wales
2616645020,Dpulchra_bleached_metagenome_bin115,Pseudomonadota,Gammaproteobacteria,2,Permanent Draft,2891873,2736,"Delisea pulchra microbial communities from Sydney, Australia, affected by bleaching disease",University of New South Wales
2616645023,Dpulchra_bleached_metagenome_bin405,Pseudomonadota,Alphaproteobacteria,1,Permanent Draft,2862333,2997,"Delisea pulchra microbial communities from Sydney, Australia, affected by bleaching disease",University of New South Wales
2616645026,Dpulchra_bleached_metagenome_bin297,Pseudomonadota,Gammaproteobacteria,2,Permanent Draft,3558196,3198,"Delisea pulchra microbial communities from Sydney, Australia, affected by bleaching disease",University of New South Wales
2616645029,Dpulchra_bleached_metagenome_bin358,Pseudomonadota,Alphaproteobacteria,1,Permanent Draft,2875450,2825,"Delisea pulchra microbial communities from Sydney, Australia, affected by bleaching disease",University of New South Wales
2616645030,Dpulchra_bleached_metagenome_bin117,Pseudomonadota,unclassified,2,Permanent Draft,3387193,3218,"Delisea pulchra microbial communities from Sydney, Australia, affected by bleaching disease",University of New South Wales
2616645031,Dpulchra_bleached_metagenome_bin171,Pseudomonadota,unclassified,2,Permanent Draft,3088379,2922,"Delisea pulchra microbial communities from Sydney, Australia, affected by bleaching disease",University of New South Wales
2616645033,Dpulchra_bleached_metagenome_bin364,Pseudomonadota,Alphaproteobacteria,1,Permanent Draft,3122309,3316,"Delisea pulchra microbial communities from Sydney, Australia, affected by bleaching disease",University of New South Wales
2616645034,Dpulchra_bleached_metagenome_bin397,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,3292146,3088,"Delisea pulchra microbial communities from Sydney, Australia, affected by bleaching disease",University of New South Wales
2617270709,Psychrobacter sp. LV10R520-6,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,3218993,2736,"Lake Vida brine microbial community (LVBMCo) genomics and transcriptomics - a window into diversity, adaptation and processes in extreme cold",DOE Joint Genome Institute  (JGI)
2617270710,Alpena fountain Bin 7,Pseudomonadota,Betaproteobacteria,3,Permanent Draft,4472505,4180,"Fountain water microbial communities from Alpena County Library, Michigan, USA",University of Michigan
2617270711,Alpena fountain Bin 8,Pseudomonadota,Gammaproteobacteria,3,Permanent Draft,10513572,11410,"Fountain water microbial communities from Alpena County Library, Michigan, USA",University of Michigan
2617270735,Bradyrhizobium shewense ERR11,Pseudomonadota,Alphaproteobacteria,1,Permanent Draft,9163226,8634,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",DOE Joint Genome Institute  (JGI)
2617270741,Bradyrhizobium yuanmingense CCBAU 10071,Pseudomonadota,Alphaproteobacteria,1,Permanent Draft,8201522,7860,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",DOE Joint Genome Institute  (JGI)
2617270762,Sphingomonas rubra CGMCC 1.9113,Pseudomonadota,Alphaproteobacteria,1,Permanent Draft,3200202,3159,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",DOE Joint Genome Institute  (JGI)
2617270765,Marinobacter mobilis CGMCC 1.7059,Pseudomonadota,Gammaproteobacteria,7,Permanent Draft,3971609,3669,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",DOE Joint Genome Institute  (JGI)
2617270786,Nocardioides terrae CGMCC 1.7056,Actinomycetota,Actinomycetes,1,Permanent Draft,3921832,3775,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",DOE Joint Genome Institute  (JGI)
2617270806,Unclassified Chloroflexi bacterium 2D (contamination screened),Chloroflexota,unclassified,1,Permanent Draft,3510763,3207,Single-cell genomes of host-associated Chloroflexi bacteria from marine sponge Aplysina aerophoba,"GATC-Biotech AG, Konstanz, Germany"
2617270807,Unclassified Chloroflexi bacterium 3B (contamination screened),Chloroflexota,unclassified,1,Permanent Draft,2022739,1843,Single-cell genomes of host-associated Chloroflexi bacteria from marine sponge Aplysina aerophoba,"GATC-Biotech AG, Konstanz, Germany"
2617270810,Unclassified Chloroflexi bacterium 3H (contamination screened),Chloroflexota,unclassified,1,Permanent Draft,2467886,2271,Single-cell genomes of host-associated Chloroflexi bacteria from marine sponge Aplysina aerophoba,"GATC-Biotech AG, Konstanz, Germany"
2617270811,Unclassified Chloroflexi bacterium 4A (contamination screened),Chloroflexota,unclassified,1,Permanent Draft,3344884,3024,Single-cell genomes of host-associated Chloroflexi bacteria from marine sponge Aplysina aerophoba,"GATC-Biotech AG, Konstanz, Germany"
2617270818,Unclassified Chloroflexi bacterium 6C (contamination screened),Chloroflexota,unclassified,1,Permanent Draft,2751255,2579,Single-cell genomes of host-associated Chloroflexi bacteria from marine sponge Aplysina aerophoba,"GATC-Biotech AG, Konstanz, Germany"
2617270834,Micromonospora narathiwatensis DSM 45248,Actinomycetota,Actinomycetes,1,Permanent Draft,6611957,5928,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2617270872,Micromonospora krabiensis DSM 45344,Actinomycetota,Actinomycetes,1,Permanent Draft,7074738,6547,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2617270899,Micromonospora zamorensis DSM 45600,Actinomycetota,Actinomycetes,1,Permanent Draft,7095932,6520,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2617270900,Marinobacter sp. LV10R510-11A,Pseudomonadota,Gammaproteobacteria,4,Permanent Draft,4436489,4384,"Lake Vida brine microbial community (LVBMCo) genomics and transcriptomics - a window into diversity, adaptation and processes in extreme cold",DOE Joint Genome Institute  (JGI)
2617270906,Vibrio hangzhouensis CGMCC 1.7062,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,5123217,4726,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",DOE Joint Genome Institute  (JGI)
2617270916,Marinobacter zhejiangensis CGMCC 1.7061,Pseudomonadota,Gammaproteobacteria,7,Permanent Draft,4029256,3724,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",DOE Joint Genome Institute  (JGI)
2617270919,Marinobacter gudaonensis CGMCC 1.6294,Pseudomonadota,Gammaproteobacteria,5,Permanent Draft,3839018,3504,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",DOE Joint Genome Institute  (JGI)
2617270929,Marinobacter segnicrescens CGMCC 1.6489,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,4218891,3966,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",DOE Joint Genome Institute  (JGI)
2617271037,Rhodococcus qingshengii TUHH-12,Actinomycetota,Actinomycetes,7,Permanent Draft,7430810,8301,Rhodococcus qingshengii strain:TUHH-12 Genome sequencing,Pennsylvania State University
2617271046,Candidatus Contendobacter odensis Run_B_J11,Pseudomonadota,Gammaproteobacteria,2,Permanent Draft,4611646,4567,Candidatus Competibacter-lineage genomes retrieved from metagenomes reveal functional metabolic diversity,Aalborg University
2617271062,Pseudomonas sp. AAC,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,7065644,6297,Pseudomonas sp. AAC Genome sequencing,Commonwealth Scientific and Industrial Research Organisation (CSIRO)
2617271075,Mycolicibacterium mageritense DSM 44476,Actinomycetota,Actinomycetes,9,Permanent Draft,7966608,7768,Mycobacterium mageritense,Aix-Marseille University
2617271235,Sciscionella sp. SE31,Actinomycetota,Actinomycetes,3,Permanent Draft,7420035,7177,Sciscionella sp. SE31 Genome sequencing,University of Malaya
2617271280,Acinetobacter baumannii A114,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,4311358,4273,Acinetobacter baumannii A114 Genome sequencing,University of Buenos Aires
2617271283,Streptomyces mutabilis TRM45540,Actinomycetota,Actinomycetes,1,Permanent Draft,7828944,7193,Streptomyces mutabilis Genome sequencing,Tarim University
2617271321,Aeromonas veronii ARB3,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,4542657,4195,Aeromonas veronii ARB3 Genome sequencing,Osaka Ohtani University
2617271322,Acinetobacter baumannii A33405,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,3890158,3844,Acinetobacter baumannii A33405 Genome sequencing,Institute of Medical Microbiology and Parasitology (IMPaM)
2617271326,Acinetobacter baumannii MAR002,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,3717930,3516,Acinetobacter baumannii MAR002 genome sequencing,"University Hospital (CHUAC), A Coruna"
2617271341,Rhodococcus erythropolis MI2,Actinomycetota,Actinomycetes,7,Permanent Draft,7183990,6911,Rhodococcus erythropolis MI2,Goettingen Genomics Laboratory
2619618819,Qipengyuania nanhaisediminis CGMCC 1.7715,Pseudomonadota,Alphaproteobacteria,1,Permanent Draft,2899438,2900,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",DOE Joint Genome Institute  (JGI)
2619618856,Bradyrhizobiaceae sp. genome_bin_16,Pseudomonadota,Alphaproteobacteria,1,Draft,4982828,4754,"Select Genomes from microbial communities from drinking water filter from Ann Arbor, Michigan",University of Michigan
2619618858,Burkholderiales sp. genome_bin_21,Pseudomonadota,Betaproteobacteria,1,Draft,4349617,4207,"Select Genomes from microbial communities from drinking water filter from Ann Arbor, Michigan",University of Michigan
2619618878,Nocardioides sp. EBPR_Bin_350,Actinomycetota,Actinomycetes,2,Permanent Draft,5670484,5543,"Enhanced biological phosphorus removal bioreactor microbial communities from the University of Queensland, Australia","Australian Centre for Ecogenomics, Aalborg University, University of Queensland"
2619618881,Frankia sp. ACN1ag,Actinomycetota,Actinomycetes,1,Permanent Draft,7521104,6312,Frankia sp. ACN1ag,University of New Hampshire
2619618894,Hydrocarboniphaga daqingensis CGMCC 1.7049,Pseudomonadota,Gammaproteobacteria,2,Permanent Draft,3800678,3335,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",DOE Joint Genome Institute  (JGI)
2619618896,Rhodothermaceae bacterium EBPR_Bin_130,Rhodothermota,Rhodothermia,1,Permanent Draft,4166869,3482,"Enhanced biological phosphorus removal bioreactor microbial communities from the University of Queensland, Australia","Australian Centre for Ecogenomics, Aalborg University, University of Queensland"
2619618903,Anaerolineales bacterium EBPR_Bin_326,Chloroflexota,Anaerolineae,2,Permanent Draft,4402630,3828,"Enhanced biological phosphorus removal bioreactor microbial communities from the University of Queensland, Australia","Australian Centre for Ecogenomics, Aalborg University, University of Queensland"
2619618910,Deltaproteobacterium EBPR_Bin_298,Pseudomonadota,Alphaproteobacteria,1,Permanent Draft,3479015,3616,"Enhanced biological phosphorus removal bioreactor microbial communities from the University of Queensland, Australia","Australian Centre for Ecogenomics, Aalborg University, University of Queensland"
2619618915,Comamonadaceae bacterium EBPR_Bin_89,Pseudomonadota,Betaproteobacteria,4,Permanent Draft,5237880,5250,"Enhanced biological phosphorus removal bioreactor microbial communities from the University of Queensland, Australia","Australian Centre for Ecogenomics, Aalborg University, University of Queensland"
2619618917,Dechloromonas sp. EBPR_Bin_104,Pseudomonadota,Betaproteobacteria,11,Permanent Draft,6771935,7805,"Enhanced biological phosphorus removal bioreactor microbial communities from the University of Queensland, Australia","Australian Centre for Ecogenomics, Aalborg University, University of Queensland"
2619618937,Anaerolineae bacterium EBPR_Bin_331,Chloroflexota,Anaerolineae,1,Permanent Draft,2272753,2658,"Enhanced biological phosphorus removal bioreactor microbial communities from the University of Queensland, Australia","Australian Centre for Ecogenomics, Aalborg University, University of Queensland"
2619618958,Marinobacter sp. DSM 26671,Pseudomonadota,Gammaproteobacteria,5,Permanent Draft,4867885,4490,Creating a successional model for carbon remediation in the Gulf of Mexico,DOE Joint Genome Institute  (JGI)
2619618959,Marinobacter sp. DSM 26291,Pseudomonadota,Gammaproteobacteria,5,Permanent Draft,4492204,4204,Creating a successional model for carbon remediation in the Gulf of Mexico,DOE Joint Genome Institute  (JGI)
2619618995,Marinobacter pelagius CGMCC 1.6775,Pseudomonadota,Gammaproteobacteria,5,Permanent Draft,3800146,3560,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",DOE Joint Genome Institute  (JGI)
2619619003,Frankia sp. CpI1-P,Actinomycetota,Actinomycetes,1,Permanent Draft,7619552,6472,Frankia sp. CpI1-P,University of New Hampshire
2619619027,Actinopolyspora mzabensis DSM 45460,Actinomycetota,Actinomycetes,2,Permanent Draft,5004253,4512,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",DOE Joint Genome Institute  (JGI)
2619619028,Actinopolyspora alba DSM 45004,Actinomycetota,Actinomycetes,2,Permanent Draft,5240643,4760,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",DOE Joint Genome Institute  (JGI)
2619619029,Myxococcus virescens DSM 2260,Myxococcota,Myxococcia,1,Permanent Draft,9240716,7603,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",DOE Joint Genome Institute  (JGI)
2619619031,Actinopolyspora xinjiangensis DSM 46732,Actinomycetota,Actinomycetes,2,Permanent Draft,5038150,4642,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",DOE Joint Genome Institute  (JGI)
2619619032,Archangium gephyra DSM 2261,Myxococcota,Myxococcia,2,Permanent Draft,12433659,9939,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",DOE Joint Genome Institute  (JGI)
2619619033,Lentzea albidocapillata violacea DSM 44796,Actinomycetota,Actinomycetes,3,Permanent Draft,8671075,8380,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",DOE Joint Genome Institute  (JGI)
2619619034,Lentzea albida DSM 44437,Actinomycetota,Actinomycetes,5,Permanent Draft,9441135,8895,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",DOE Joint Genome Institute  (JGI)
2619619103,Mycobacterium bovis BCG Moreau RDJ,Actinomycetota,Actinomycetes,14,Finished,4340116,4037,Mycobacterium bovis BCG Moreau RDJ,Oswaldo Cruz Foundation
2619619207,Hydrogenophaga intermedia S1,Pseudomonadota,Betaproteobacteria,1,Permanent Draft,5288135,5133,Whole genome sequencing of Hydrogenophaga intermedia strain S1,Monash University Malaysia
2619619212,Mycobacterium vulneris DSM 45247,Actinomycetota,Actinomycetes,7,Permanent Draft,6981439,6709,Mycobacterium vulneris,Aix-Marseille University
2619619228,Streptomyces toyocaensis NRRL 15009,Actinomycetota,Actinomycetes,1,Permanent Draft,7340593,6638,Streptomyces toyocaensis strain:NRRL 15009 Genome sequencing,University of Cambridge
2619619251,Mycobacterium asiaticum 3056,Actinomycetota,Actinomycetes,16,Permanent Draft,5910436,5683,Mycobacterium asiaticum genome,Aix-Marseille University
2619619265,Microbacterium sp. C448,Actinomycetota,Actinomycetes,1,Permanent Draft,3268254,3283,Genome sequence of the sulfonamide-degrading Microbacterium sp. strain C448,University of Burgundy
2619619268,Streptomyces scabiei NCPPB 4086,Actinomycetota,Actinomycetes,1,Permanent Draft,10462026,9151,Genome sequencing of plant-pathogenic Streptomyces species - Univ of Exeter,University of Exeter
2619619277,Modestobacter caceresii KNN45-2b,Actinomycetota,Actinomycetes,1,Permanent Draft,4953652,4811,Modestobacter caceresii KNN45-2b Genome sequencing,Leiden University
2619619300,Rhodococcus aetherivorans IcdP1,Actinomycetota,Actinomycetes,12,Finished,5922748,5497,Rhodococcus aetherivorans IcdP1,Shanghai Majorbio Bio-pharm Technology Co.
2619619308,Mycobacterium tuberculosis 1034,Actinomycetota,Actinomycetes,13,Permanent Draft,4287653,4192,Mycobacterium tuberculosis 1034,Lanzhou University
2619619309,Mycobacterium tuberculosis HM,Actinomycetota,Actinomycetes,14,Permanent Draft,4320215,4290,Mycobacterium tuberculosis HM,Institut Pasteur
2619619310,Mycobacterium tuberculosis INS_MDR,Actinomycetota,Actinomycetes,14,Permanent Draft,4391145,4111,Mycobacterium tuberculosis INS_MDR,Peru National Institute of Health
2619619311,Mycobacterium tuberculosis INS_SEN,Actinomycetota,Actinomycetes,14,Permanent Draft,4379293,4097,Mycobacterium tuberculosis INS_SEN,Peru National Institute of Health
2619619312,Mycobacterium tuberculosis MTB-489,Actinomycetota,Actinomycetes,13,Permanent Draft,4259567,4134,Mycobacterium tuberculosis MTB-489,Nazarbayev University
2619619313,Mycobacterium tuberculosis XTB13-083,Actinomycetota,Actinomycetes,13,Permanent Draft,4441424,4135,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619314,Mycobacterium tuberculosis XTB13-084,Actinomycetota,Actinomycetes,13,Permanent Draft,4388071,4128,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619315,Mycobacterium tuberculosis XTB13-089,Actinomycetota,Actinomycetes,13,Permanent Draft,4385965,4097,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619316,Mycobacterium tuberculosis XTB13-091,Actinomycetota,Actinomycetes,13,Permanent Draft,4432504,4150,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619317,Mycobacterium tuberculosis XTB13-095,Actinomycetota,Actinomycetes,13,Permanent Draft,4406326,4119,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619318,Mycobacterium tuberculosis XTB13-102,Actinomycetota,Actinomycetes,13,Permanent Draft,4416028,4115,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619319,Mycobacterium tuberculosis XTB13-103,Actinomycetota,Actinomycetes,13,Permanent Draft,4379165,4090,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619320,Mycobacterium tuberculosis XTB13-104,Actinomycetota,Actinomycetes,13,Permanent Draft,4409217,4108,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619321,Mycobacterium tuberculosis XTB13-105,Actinomycetota,Actinomycetes,13,Permanent Draft,4402585,4120,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619322,Mycobacterium tuberculosis XTB13-107,Actinomycetota,Actinomycetes,13,Permanent Draft,4373484,4095,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619323,Mycobacterium tuberculosis XTB13-108,Actinomycetota,Actinomycetes,13,Permanent Draft,4422764,4132,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619324,Mycobacterium tuberculosis XTB13-112,Actinomycetota,Actinomycetes,13,Permanent Draft,4417592,4133,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619325,Mycobacterium tuberculosis XTB13-115,Actinomycetota,Actinomycetes,13,Permanent Draft,4357068,4073,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619326,Mycobacterium tuberculosis XTB13-116,Actinomycetota,Actinomycetes,13,Permanent Draft,4410830,4126,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619327,Mycobacterium tuberculosis XTB13-117,Actinomycetota,Actinomycetes,13,Permanent Draft,4418304,4120,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619328,Mycobacterium tuberculosis XTB13-120,Actinomycetota,Actinomycetes,13,Permanent Draft,4418738,4119,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619329,Mycobacterium tuberculosis XTB13-122,Actinomycetota,Actinomycetes,13,Permanent Draft,4418556,4122,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619330,Mycobacterium tuberculosis XTB13-124,Actinomycetota,Actinomycetes,13,Permanent Draft,4412345,4128,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
2619619331,Mycobacterium tuberculosis XTB13-125,Actinomycetota,Actinomycetes,13,Permanent Draft,4376763,4097,Broad institute TB Antibiotic Resistance Catalog,Broad Institute
